COUNTRY,META,COWCCODE,REGION,STARTYEAR,ENDYEAR,CIVFATLOW,CIVFATHIGH,AVGFAT,DESCRIPTION,SUMMARY,VICTIMGROUP,"VICTIMTYPE
(ethnic/religious, political, other)",NOTES,SOURCE
Ethiopia (Ogaden),,530,Sub-Saharan Africa,1977,1985,40000,60000,50000,"Between 1977 and 1985, the Ethiopian government killed tens of thousands of civilians during efforts to suppress the Ogaden separatist insurgency. Beginning in the 1960’s, Somali-backed separatists increased their activities in the Ogaden, an area in southwestern Ethiopia which the British transferred to Ethiopia in 1948. During the political unrest in Ethiopia following a 1974 military coup, the Western Somali Liberation Front (WSLF) captured key areas  in Ogaden from Ethiopia. The war escalated when on July 13, 1977, Somalia sent its army into Ogaden to support the insurgents against the Ethiopian army. During the conflict, the Ethiopian army engaged in indiscriminate bombing of villages, rape and murder during its counterinsurgency campaign. While the Somali troops eventually withdrew in 1978, the guerilla war between the Ethiopian army and separatists continued until 1985.",Government kills civilians during effort to suppress rebellion by Ogaden separatists.,Suspected supporters of Ogaden secessionist insurgency (Oromo and ethnic Somalis),Ethnic,,CSY
El Salvador,,92,Latin America and Caribbean,1977,1992,40000,70000,55000,"Between 1977 and 1992, the Salvadoran government and its paramilitaries killed tens of thousands of suspected political opponents and leftists amidst widespread popular insurgencies and during counterinsurgency operations against armed leftist groups. On 20 February 1977, General Carlos Humberto Romero won elections through fraud and voter intimation, leading to massive popular protests. The military brutally suppressed the protests with indiscriminate force. Under Romero, the government suspended civil rights and used torture, death squads, disappearances and extrajudicial killing to suppress political opposition. Amidst mounting public discontent, the Revolutionary Government Junta (JRG) overthrew Romero in a military coup in October 1979, but under the junta, the Salvadoran military, security forces and government paramilitaries continued to suppress and assassinate anti-government activists, including the Archbishop Oscar Romero. In October 1980, several leftist guerilla groups formed an armed coalition, the Farabundo Martí National Liberation Front (FMLN) and began an insurrection against the government in October, 1981. In the subsequent twelve years of civil war, the government sanctioned or systematically perpetrated torture, rape, mutilation and killings of civilians during efforts to fight the FMLN. In particular, the army employed ""scorched earth"" tactics in its counterinsurgency, thus sending death squads to massacre entire civilian populations of villages suspected of providing a rural base for guerilla. The civil war ended with a ceasefire in February, 1992.","In the face of widespread insurgency, military, security units, and death squads kill, imprison, and harass suspected leftists among clergy, peasants, urban workers, and intellectuals.  (Harff)",suspected supporters of leftist insurgency,Political,,CSY
Iran (political repression - Reza Shah Pahlevi),,630,Middle East and North Africa,1978,1979,2000,3000,2500,"Between 1978 and 1979, the Iranian government under Mohammad Reza Shah Pahlavi killed thousands of civilians during efforts to suppress religious and political protests and strikes against the Shah. During the 1970’s, opposition to the Shah increased, along with the Shah's intelligence agency SAVAK's suppression of political opponents through torture and execution. In the final years of the Shah’s regime, the government’s repression of widespread civil resistance campaigns intensified, eventually leading to the Iranian Revolution. On January 9, 1978, tens of thousands of religious and political protestors marched in the city of Qom, south of Tehran. In response, the military and police opened fire, killing hundreds of civilians. As protest against the Shah's rule continued to increase, the Iranian government declared martial law. During a pivotal event on September 9, known as the “Black Friday” incident, the military opened fire on thousands of protestors gathered in Tehran’s Jaleh Square. As protests continued, the Shah left the country in January 1979. The Iranian Revolution followed in February 1979.",Government cracks down on political opposition and Islamist militants.,Suspected political opponents of Reza Shah,Political,,CSY
Afghanistan,,700,South Asia,1978,1992,1000000,1800000,1400000,"Between 1978 and 1992, the Soviet and Afghan government killed over a million Afghani political dissidents and civilians during a communist takeover and during its counterinsurgency efforts against various mujahideen insurgencies. On April 28, 1978, a communist coup overthrew the president of Afghanistan, General Mohammad Daud Khan. Under the rule of the pro-Soviet People's Democratic Party of Afghanistan, the government issued a series of communist reforms unpopular with the religious population and violently suppressed widespread rebellions around the country. When the Afghan government became paralysed with instability from infighting and fighting against mujahideen rebels, the Soviet Union invaded in December 1979 and occupied Afghanistan to prop up the communist government. In the subsequent years, the Soviet-led Afghan forces fought with various mujahideen insurgencies. During the counterinsurgency operations, the Soviet-led Afghan forces indiscriminately killed over a million Afghani civilians through tactics of systematic terror, bombing of civilians and massacres of entire villages.  As the war grew protracted and drew international condemnation, the Soviet troops withdrew from Afghanistan in 1989. The civil war continued until the fall of the communist government of President Mohammad Najibullah in April 1992.","Communist coup results in political purges of ruling circles followed by Soviet invasion.  Widespread Mujahedeen rural insurgency provokes Soviet and Afghan government tactics of systematic terror, destruction of villages, and execution of prisoners.  (Harff)",Suspected supporters of anti-communist insurgency and other political opponents of the regime,Political,,CSY
Iran (post revolution repression/Kurds),,630,Middle East and North Africa,1979,2010,10000,20000,15000,"Between 1979 and 2010, the Iranian government killed over ten thousand political opponents, including leftist groups, dissident Muslims, rebel Kurds, and Baha’is leaders. In February 1979, the Pahlavi dynasty was overthrown and replaced with an Islamic republic under the Shia cleric Ayatollah Ruhollah Khomeini. Following the revolution, Ayatollah Khomeini consolidated his power by banning political opposition parties and suppressing political dissidents, leftist groups, and religious minorities. The new government executed generals and civilians associated with the former regime, closed dissenting newspapers and purged universities of “western influences.” Khomeini’s government also executed several hundred prominent leaders of the Baha’is religion, which was denied constitutional recognition as a religion. The Islamic Revolutionary Guards and pro-Khomeini militias attacked and drove underground leftist groups such as the People's Mojahedin of Iran (MEK). In the ensuing years of armed conflict against the MEK, the government killed or executed thousands of MEK and other leftist fighters in street battles and executions, notoriously in 1988 when the state executed en masse thousands of political prisoners in prisons around Iran.  Immediately after the revolution, the government also suppressed uprisings of ethnic minorities deprived of rights under the new constitution. Between 1979 and 1984, the government forces executed over a thousand Kurdish political prisoners in suppressing the Kurdish rebellion. While the worst killings were over after 1984, the government continues to execute large numbers of political and religious opponents.","To consolidate Islamic revolution, government violently suppresses dissident Muslims (Mujahedeen) and rebel Kurds and selectively executes prominent Baha'is. (Harff)","Political opponents of Islamist regime, suspected supporters of Kurdish insurgency, Baha'i",Political and Ethnic,"""Since 1979"" may be better, since the end date is indefinite.",CSY
Syria (Muslim Brotherhood),,652,Middle East and North Africa,1979,1985,10000,25000,17500,"Between 1979 and 1985, the Syrian government killed tens of thousands of civilians during efforts to crush a revolt led by the Muslim Brotherhood in various cities, notably in Aleppo and Hama. From the late 1970's, Islamist groups opposed to the Ba’athist government under Alawite president Hafez al-Assad staged attacks against the government. The largest attack was carried out on June 16, 1979, when the largest Islamist group the Muslim Brotherhood slaughtered dozens of cadets at a military academy in Aleppo, marking the beginning of Muslim Brotherhood’s full scale urban guerilla war. Despite government clampdown, the Muslim Brotherhood’s attacks on government and military officials and installations continued, along with popular demonstrations and strikes in multiple cities. In April 1980, Syrian forces sealed off the city of Aleppo and cracked down on the insurgents, often indiscriminately firing on civilians. On June 26, 1980, al-Assad narrowly missed an assassination attempt, following which he ordered over a thousand Muslim Brotherhood prisoners in Tadmur prison to be executed the next day. In February 1982, the Islamist insurgents attacked and killed dozens of Ba’athist leaders in Hama, the Muslim Brotherhood stronghold. In response, the Syrian army besieged and bombarded the city of Hama for three weeks and massacred tens of thousands of suspected Muslim Brotherhood members and sympathizers. The city was virtually razed to the ground, and the Muslim Brotherhood’s insurrection ended with the massacre.  In February 1985, the government announced an amnesty for Muslim Brotherhood members.",Government military and security forces crush revolt by Muslim Brotherhood centered in cities of Hama and Aleppo.  (Harff),Suspected supporters of Muslim Brotherhood and other opponents of the regime,Political,"The end date for this event should be February 1982, the year of the Hama massacre. The current date February 1985 is based on the date amnesty of Muslim Brotherhood was granted, but the worst of killings ended after the Hama massacre.",CSY
Bangladesh (Chittagong Hill Insurgency),,771,South Asia,1980,1997,2000,2500,2250,"Between 1980 and 1997, the Bangladeshi government killed over two thousand civilians during effort to suppress a rebellion by the Jumma tribe. In early March of 1980, the Shanti Bahini, a Jumma people's insurgency group fighting for more autonomy in the Chittagong Hill Tracts, ambushed soldiers at the Kaukhali village. In March 25, the Bengali army assembled a few hundred unarmed Jumma civilians for a meeting in Kaukhali and proceeded to massacre them. Subsequently, the army engaged in a counterinsurgency campaign against the Shanti Bahini, burning villages, massacring Jumma civilians, and destroying Buddhist temples and shrines, often in collusion with Bengali settlers. On December 3, 1997, the warring factions signed a peace treaty. ",Bangladeshi government kills civilians during effort to suppress rebellion by Buddhist Chittagong Hill tribe.,Suspected supporters of Buddhist Chittagong Hills insurgency,Ethnic,,"Alejandro, edited by Carla"
Nigeria (Kano/Anti-Muslim),,475,Sub-Saharan Africa,1980,1980,4000,4200,4100,"In 1980, the Nigerian government killed thousands of civilians during efforts to suppress an uprising by the Muslim Maitatsine sect in Kano. On December 18, 1980, fighting broke out between the Muslim Maitatsine (or Marwa) cultists and the Nigerian police in the northern city of Kano. After defeating the local police, the cultists murdered, pillaged and raped in the city for days. On December 28, the government sent federal troops. Before entering the city, the army indiscriminately barraged Kano with mortars and aerial fire, killing thousands of civilians. By December 30, the army had restored relative peace in the city. At least a hundred thousand people were displaced due to the fighting. Sub-state group and rebel violence continued after 1980.  ",Government kills civilians during effort to put down uprising by members of Muslim Maitatsine/Mara sect in Kano,suspected supporters of Muslim Maitatsine/Mara sect,Ethnic,,"Alejandro, edited by Carla"
Peru (Shining Path),,135,Latin America and Caribbean,1980,1992,25000,25000,25000,"Between 1980 and 1992, the Peruvian government killed over twenty thousand civilians during efforts to suppress the Shining Path insurgency. On May 17, 1989, the Shining Path, a radical Maoist insurgency group, launched its first attack against the Peruvian government by burning several ballot boxes on the eve of national elections. The group soon began engaging in bombings, assassinations and other terrorist attacks in urban centers. The Peruvian army responded by arresting, torturing and executing suspected rebel sympathizers. In addition, the Peruvian army used a brutal scorched earth policy and systematically massacred civilian populations of entire villages. The army also armed rural self-defense forces called Peasant Patrols. On September 1992, the founding leader of the Shining Path was captured, putting an end to the worst government abuses",Government kills civilians during effort to defeat leftist Shining Path insurgency.,Suspected supporters of leftist Shining Path insurgency,Political,,"Alejandro, edited by Carla"
Uganda (Civil War),,500,Sub-Saharan Africa,1981,1986,200000,300000,250000,"Between 1981 and 1986, the Ugandan government killed hundreds of thousands of civilians during efforts to suppress rebel groups led by Yoweri Museveni. In December 1980, Milton Obote was elected a second time to presidency. Soon after the elections, in February 1981, Yoweri Museveni formed the National Resistance Army (NRA), and along with other rebel groups, began an insurgency to depose Obote in the southwest of the country. In response, the Obote’s Uganda National Liberation Army (UNLA) massacred over a hundred thousand civilians suspected of supporting the guerilla in an area later notoriously known as the Luwero triangle, while detaining, torturing and assaulting thousands more. Obote’s government set up military-controlled internment camps under which civilians were subject to military abuse. The army also halted international relief organizations from distributing food and medicine. The fighting ended on January 29, 1986 when the NRA entered the capital and established Museveni as president.","After Amin is overthrown, former Prime Minister Obote takes control of government. Political and tribal rivals of Obote are targeted by army and armed bands; groups targeted include West Nile supporters of Amin and Bagandan supporters of rebel leader Musaveni.  (Harff)","suspected supporters of National Resistance Army (NRA) insurgency, suspected former supporters of Idi Amin, Bagandans",Political and Ethnic,,"Alejandro, edited by Carla"
Nicaragua (Contras),,93,Latin America and Caribbean,1981,1988,1000,2000,1500,"Between 1981 and 1988, the Sandinista government killed over a thousand civilian during efforts to suppress the right-wing Contra insurgency. In 1979, the left-wing Sandinista National Liberation Front party (also known as “Sandinistas”) overthrew the Somozo family’s regime after waging guerilla war for two years. Beginning in 1981, several counter-revolutionary forces (collectively known as the Contrarrevolución or “Contras”) began to fight the government, comprised of former members of the Somoza regime's National Guard unit, the Nicaraguan Democratic Force (Fuerza Democrática Nicaragüense), and peasants from the north and members of the Indian, black and Creole populations from the Caribbean coast demanding autonomy. The tipping point came on February 24, 1981, when several Prinzapolka villagers were left dead by government troops. The various insurgency groups rose up seeking to depose the Sandinista regime, funded, armed and trained by the US and Honduras. In the north and the coast regions where the Contras enjoyed support, the Sandinista government engaged in sporadic violence against civilians, occasionally bombing peasant hamlets and burning villages. On March 23, 1988, a ceasefire was signed between the warring factions. ",Government kills civilians during effort to defeat rightist Contra insurgency.,"Suspected supporters of Contra Insurgents, Miskitos",Political,,"Alejandro, edited by Carla"
Zimbabwe,,552,Sub-Saharan Africa,1982,1987,20000,20000,20000,"Between 1982 and 1987, the Zimbabwean government killed over twenty thousand civilians during efforts to suppress an insurgency by supporters of Zimbabwe African People's Union. In 1980, an uneasy ceasefire was reached between Prime Minister Robert Mugabe’s government and rogue Home Affairs Minister Joshua Nkomo’s forces. The ceasefire was short-lived however, as hostilities broke out on February 17, 1982, when Mugabe accused and dismissed Nkomo for preparing to overthrow his government. Nkomo’s rebels, primarily from the Ndebele tribe, fled to their Matabeleland homeland and  began murdering and terrorizing white farmers and tourists. The government forces, dominated by Shona tribesmen, reacted with a brutal counter-insurgency. The government forces beat, raped, tortured and killed thousands of ethnic Ndebele civilians in Matabeleland. The army also stopped all deliveries of food and medicine into the drought-stricken area. On December 22, 1987, Nkomo and Mugabe signed a unity agreement, drastically reducing the levels of violence in Matabeleland. ",Government kills civilians during effort to defeat insurgency by supporters of Zimbabwe African People's Union,"Suspected supporters of Zimbabwe African People's Union, Ndebele",Political and Ethnic,,"Alejandro, edited by Carla"
Somalia (Barre vs. SNM-Isaaqs and others),,520,Sub-Saharan Africa,1982,1990,55000,55000,55000,"Between 1982 and 1990, the Somali government under Mohammed Siad Barre killed tens of thousands of civilians during efforts to suppress insurgencies by various armed rebel groups. On February 20, 1982, an angry crowd stormed the courtroom during the prosecution of northern intellectuals, quickly escalating into riots against dictator Mohammed Siad Barre’s repressive stance towards the north. Military mutinies and riots spread across northern cities, led by an insurgency group called the Somali National Movement (SNM). In response, the Somali National Army occupied and suppressed the region. The Red Berets (Duub Cas), an elite military unit recruited from Siad Barre’s own clansmen, engaged in a campaign of terror against politically threatening ethnic groups, targeting Majeerteen, Hawiye, and Isaaq villages. The government set up a system of neighborhood militias, encouraging villagers to spy and denounce enemies of the state. The government conducted mass arrests, torture and executions of civilians for political dissent. In addition, the Somali National Army engaged in indiscriminate artillery shelling and aerial bombing. On January 27, 1990, the rebels captured the presidential palace and forced Siad Barre into exile. ","Rebellion in the north by Somali National Movement leads to indiscriminant government anti-insurgency operations, causing many civilian deaths (particularly among Issaq clan). Actions lead to wider war that topples the Siad Barre regime in 1991. (Harff)","Suspected political opponents, supporters of Somalia National Movement, Isaaq, Hawiye, and Majeerteen groups.",Ethnic and Political,I disagree with the start date. ,"Alejandro, edited by Carla"
Chad (political repression/civil war - Habre regime),,483,Sub-Saharan Africa,1982,1990,12000,40000,26000,"Between 1982 and 1990, the Chadian government under Hissèn Habré killed tens of thousands of suspected political opponents. On June 7, 1982, Hissèn Habré seized power and established his dictatorship with the support of the US and France. During Habré’s eight years in power, Habré’s secret police force, the Directorate of Documentation and Security (DDS), began a campaign of terror and murdered tens of thousands of civilians for political dissent, targeting ethnic groups perceived as political threats such as the Sara, Hadjarai, and Zaghawa. In addition, hundreds of thousands of civilians were imprisoned, often dying after from inhuman prison conditions and torture. On December 1, 1990, Habré and his cabinet fled the country as rebels under the command of Habré’s former ally Idriss Deby marched into the capital. ",Government of Hissen Habre represses political opposition and supporters of Libyan backed rebellion.,"Political opponents of Hissen Habre, Southern Chadians, suspected supporters of Libyan backed rebellion",Political and Ethnic,,"Alejandro, edited by Carla"
Sudan,,625,Sub-Saharan Africa,1983,2005,1500000,2000000,1750000,"Between 1983 and 2005, the central Sudanese government killed over a million civilians during the Second Sudanese civil war against secessionist southern groups. In 1983, the Sudanese government reneged on the earlier the Addis Ababa Agreement granting autonomy to the mostly non-Islamic southern Sudan by declaring all of Sudan an Islamic state. Subsequently, soldiers in southern garrisons mutinied or deserted the Sudanese army and joined the Sudan People's Liberation Army (SPLA). Led by John Garang, the SPLA started a rebellion, beginning the second Sudanese civil war. During the war, the central government carried out indiscriminate military attacks against civilians in the South, targeting specific ethnic groups. The central government also allied with southern militias to encourage southern groups to fight against each other. The war coincided with periods of severe droughts, which combined with the food insecurity, population displacement and fragile infrastructure from the fighting, led to millions of deaths from starvation and disease. The war ended with the Comprehensive Peace Agreement signed on January 9, 2005, granting the South religious and political autonomy and a self-determination referendum in 2011.","Government dominated by northern Muslim-Arab targets secessionist non-Muslim southerners and Nuba for destruction by indiscriminate military attacks, massacres by government-supported tribal militias, and government-induced privation and population displacement. Following the signing of the Machakos Protocol in July 2002 which signaled the beginning of an effective peace process, the warring parties signed a memorandum of understanding in October 2002 to permit unfettered humanitarian access to affected populations.  (Harff)","Suspected supporters of SPLA insurgency, Nuba, Dinka",Ethnic,,"Alejandro, edited by Carla"
Sri Lanka (Tamil),,780,South Asia,1983,2002,12000,20000,16000,"Between 1983 and 2002, the Sinhalese dominated Sri Lankan government killed over ten thousand civilians during efforts to defeat the insurgency by Tamil separatists. Following Sri Lanka’s independence in 1948, the Sri Lankan government dominated by the majority Sinhalese had discriminated and marginalized the Tamil minority for decades, fomenting the creation of the Liberation Tigers of Tamil Eelam’s (LTTE or Tamil Tigers), a militant secessionist movement fighting for an independent Tamil state. The LTTE began its campaign for independence on July 13, 1983, when the LTTE ambushed and killed Sinhalese soldiers in a Jaffna army post. Subsequently, the Sri Lankan army and the LTTE waged war to control the northeastern portion of Sri Lanka. The government carried out a brutal crackdown, massacring Tamil civilians through indiscriminate artillery and aerial bombings, often targeting individuals taking cover in medical facilities and places of worship. Hostilities declined after February 23, 2002, when the warring parties signed an internationally brokered ceasefire. Nonetheless, extortion and violence against Tamil civilians have continued, primarily committed by the LTTE. ",Government kills civilians in effort to defeat insurgency by Tamil separatists.,Suspected supporters of Tamil separatist insurgency,Ethnic,,"Alejandro, edited by Carla"
India (Punjab-Sikh),,750,South Asia,1984,1994,3000,3000,3000,"Between 1984 and 1994, the Indian government killed thousands of civilians during efforts to defeat Sikh separatist insurgency. In early 1980, the minority Sikhs in the northern Indian state of Punjab began seeking the region’s independence through a campaign of terrorism against Hindus. On June 3, 1984, Prime Minister Indira Gandhi ordered the Indian Army to crush the Sikh militants, which had taken up refuge at the Golden Temple (Harimandir Sahib), Sikhism’s holiest shrine. During the fighting, hundreds of Sikh civilias were killed. Four months after the operation, two Sikh bodyguards assassinated Prime Minister Gandhi. In response, the Indian government placed Punjab under direct president’s rule and carried out a brutal campaign of terror. The police tortured and executed suspected Sikh terrorists, conducting illegal cremations to cover up the bodies. Following the assassination, anti-Sikh riots erupted throughout India, often with the complicity of the Indian security forces. As a response, the Sikh terrorists escalated their attacks on Hindus starting in 1986. The Sikh insurgency was broken by 1992. Relative levels of peace were attained in March 24, 1994, when Home Affairs Minister Buta Singh won forgiveness from the Sikhs’ religious community by touring Sikh shrines and performing acts of penance. ",Government kills civilians during effort to defeat Sikh separatist insurgency.,Suspected supporters of Sikh separatist insurgency,Ethnic,,"Alejandro, edited by Carla"
Turkey (Kurds),,640,Europe and Central Asia,1984,1999,17500,17500,17500,"Since 1984, the Turkish government killed over ten thousand civilians during efforts to defeat the Kurdish separatist insurgency. On August 17, 1984, Kurdish separatist rebels from the Worker’s Party of Kurdistan (Partia Karkaren Kurdistan or PKK) attacked military outposts in southeastern Turkey, killing one soldier and wounding several others. In response, the Turkish government intensified its counterinsurgency efforts against the PKK. The government evacuated and burned an estimated 2,500 Kurdish villages and detained suspected PKK members, who were tortured or killed. The PKK continued to carry out their politically motivated assassinations, often killing civilians through suicide bombings. Although the violence decreased in 1999, it quickly escalated in 2006. The conflict is ongoing and has uprooted more than 3 million people.",Government kills civilians during effort to defeat Kurdish separatists insurgency.,Suspected supporters of Kurdish insurgency.,Ethnic,I kept Alejandro's description concerning the end date (he noted that the conflict should be considered ongoing).,"Alejandro, edited by Carla"
Yemen-S/Peoples R,,678,Middle East and North Africa,1986,1986,1000,2000,1500,"In 1986, the South Yemenese government under Al Nasir Muhammad killed thousands of civilians during the fighting with rival Marxist factions. In 1980, President Abdul Fattah Ismail resigned and went into exile, succeeded by Al Nasir Muhammad. The ruling Yemeni Socialist Party became divided into factions loyal to Abdul Fattah Ismail and Al Nasir Muhammad.On January 13, 1986, Al Nasir Muhammad sent his bodyguards to kill six political enemies within the government’s leadership, leading to a gun fire and civil war lasting twelve days. Al Nasir Muhammad’s forces carried out mass executions of party members, army officers, and civilians opposed to his regime. During the fighting, thousands of civilians perished under artillery barrages, and thousands more fled before mortars and tanks moved in. The opposition also carried out massive systematic killings of political opponents. The fighting ended on January 24, 1986, when the opposition overthrew President Muhammad and formed a pro-Moscow interim government. ",Government of Ali Nasir kills civilians during effort to prevent takeover by political opponents.,Suspected political opponents of Ali Nasir,Political,,"Alejandro, edited by Carla"
Uganda (NRA vs. Holy Spirit-UPDA-LRA),,500,Sub-Saharan Africa,1986,2006,1000,2000,1500,"Between 1986 and 2006, the Ugandan government under Yoweri Museveni killed over a thousand civilians during efforts to defeat various insurgencies. On January 29, 1986, the rebel group National Resistance Army (NRA) led by Yoweri Museveni seized power and installed Museveni as president. Supporters of the deposed government retreated to the north of the country and continued to resist against Museveni’s government. The Uganda People's Defence Force (UPDF), Museveni’s forces and former NRA, repressed ethnic groups in the north, leading to the formation of rebel groups such as the Uganda People's Democratic Army and the Holy Spirit Movement. In 1987, Joseph Kony formed the Lord's Resistance Army and began fighting a guerilla war against the UPDF. During the government’s counterinsurgency campaign, the UPDF killed civilians suspected of supporting or sympathizing with the rebels. The government violence decreased after a ceasefire in August, 2006. ","Government forces kill civilians during effort to defeat insurgency by Lord's Resistance Army, Holy Spirit Movement, and others.","Suspected supporters of Lords Resistance Army insurgency, Holy Spirit Movement, other resistance groups, Acholi.",Political and Ethnic,,CSY
Burma/Myanmar (political repression),,775,East Asia and Pacific,1988,1988,3000,3000,3000,"In 1988, the Burmese government killed thousands of civilians during efforts to crush a student-led pro-democracy demonstration. On March 13, 1988, students from the Rangoon Institute of Technology led a peaceful pro-democracy protest against the Burmese Socialist Program Party’s one-party rule and policies. The demonstrations were brutally suppressed by the police, resulting in the deaths of students. Amidst growing resentment about the military rule and police brutality, similar protests spread to other campuses and cities. The series of protests led on August 8 to a nation-wide general strike and mass demonstrations of monks, students, intellectuals, and workers, during which soldiers deliberately fired on and massacred peaceful demonstrators. By September 27, the military led a coup and a crackdown to restore order throughout the country. ",Government cracks down on student-led democracy uprising.,Suspected supporters of democracy movement,Political,"Alejandro's notes: origin March 13 instead of March 15 (http://www.irrawaddy.org/human-rights/activists-call-for-official-recognition-of-human-rights-day.html); end date not September 18 (though the military took power, violence still continued: 3rd paragraph in http://www.ibiblio.org/obl/docs3/18_Sept_1988-ocr.pdf) but September 27, when the military had restored order and allowed political parties to register (including the NLD led by Aung San Suu Kyi) ","Alejandro, edited by Carla"
Burundi,,516,Sub-Saharan Africa,1988,2005,150000,200000,175000,"Between 1988 and 2005, the Tutsi-led Burundi government killed over a hundred thousand civilians during efforts to suppress Hutu rebellions. In August 1988, a disorganized Hutu rebellion in the Ngozi and Kirundo provinces killed several thousand peasant Tutsis. When the Hutu rebels saw the Tutsi-dominated Burundi government and army preparing to counterattack in August 14, 1988, they intensified their efforts by creating self-defense groups which burned down Tutsi houses and executed Tutsi civilians. The Tutsi-led government responded with excessive force and systematic massacres of Hutus, using helicopters and armed vehicles to slaughter over two hundred thousand Hutu civilians. Another cycle of violence began in 1993, when Hutu president elect Melchior Ndadaye was assassinated during a military coup, triggering the killing of Tutsis by Hutu rebels. In retaliation, the Tutsi-led Burundi Army arrested, tortured and massacred Hutu civilians. A similar pattern occurred after newly elected Hutu president Cyperien Ntaryamira was also assassinated in 1994. Violence continued sporadically until a former Hutu rebel leader was elected in August 19, 2005 after a three-year peace process.",Tusti government kills civilians in effort to suppress Hutu rebellions and insurgency.,"Suspected supporters of Hutu insurgency, other Hutu political opponents",Ethnic,,"Alejandro, edited by Carla"
Papua New Guinea (Bougainville),,910,East Asia and Pacific,1988,1998,7500,15000,11250,"Between 1988 and 1998, the Papua New Guinean government killed thousands of civilians during efforts to defeat the Bougainville separatist insurgency. In May 1988, civil war broke out between the Papua New Guinean government and separatist rebels from the Bougainville Island, the Bougainville Revolutionary Army (BRA). Dissatisfied with the share of revenues and the environmental destruction of the Panguna copper-mining site, the BRA closed it down. In December 1988, the government responded by sending police and army units into the island and also supplying the Resistance Force paramilitary to fight the insurgents. These forces operated freely, carrying out extrajudicial executions, enforced disappearances and arbitrary arrests throughout the island. Thousands died from lack of basic medical supplies from the government's seven-year-long blockade of the island. The warring parties signed a ceasefire on April 30, 1998.",Government kills civilians during effort to defeat Bougainville separatist insurgency.,Suspected supporters of Bougainville separatist insurgency,Political,,"Alejandro, edited by Carla"
Indonesia (Aceh),,850,East Asia and Pacific,1989,2005,7000,11000,9000,"Between 1989 and 2005, the Indonesian government killed thousands of civilians during efforts to defeat a separatist insurgency in Aceh. The Free Aceh Movement (GAM) had led a rebellion for the Indonesian province of Aceh’s independence in 1976, but was brutally crushed by the Indonesian army in 1979. In May 1989, the abated rebellion began again when Libyan-trained fighters of Gerakan Aceh Merdeka (GAM or the Aceh Liberation Movement) attacked and looted police posts. A year later, the Indonesian government declared Aceh under military rule and implemented a brutal counterinsurgency campaign. The Indonesian army systematically tortured and executed suspected supporters of GAM, killing over a thousand Acehnese civilians during the first three years of the operation. On August 16, 2005, the warring parties signed a peace agreement, ending the conflict to help rebuild a tsunami-ravaged Aceh.  ",Government kills civilians during effort to defeat separatist insurgency in Aceh.,Suspected supporters of separatist insurgency.,Political,,"Alejandro, edited by Carla"
Sri Lanka (JVP II),,780,South Asia,1988,1992,25000,60000,42500,"
Between 1988 and 1992, the Sri Lankan government killed tens of thousands of civilians during efforts to suppress the Marxist insurgency by Janatha Vimukthi Peramuna. Since an unsuccessful Marxist uprising in 1971, the Marxist group Janatha Vimukthi Peramuna (JVP or People’s Liberation Front) assassinated over thousand members of the ruling political party. In November, 1988, the Sri Lankan government responded to these terrorism attacks with a brutal crackdown, killing hundreds of JVP members, suspected supporters and civilians. The government deliberately recruited policemen who had lost their wives or children to JVP attacks and created death squads which conducted nighttime raids, tortured, decapitated and burned Sinhalese boys and men, dumping bodies in the streets and rivers. Although JVP leaders were killed under police custody in 1989, enforced disappearances and extrajudicial executions continued until 1992.","Revolutionary campaign by Marxist Sinhalese JVP prompts government to unleash military and police death squads. Killings of JVP leaders, supporters, and poor Sinhalese youth in rural areas eliminates JVP. (Harff)",Suspected supporters of the JVP,Political,,"Alejandro, edited by Carla"
Romania,,360,Europe and Central Asia,1989,1989,1000,1000,1000,"In 1989, the Romanian communist government under Nicolae Ceausescu killed over a thousand civilians during efforts to suppress demonstrations. On December 16, 1989, demonstrations against the government harassment of a dissident priest evolved into an aggressive anti-government protest in the city of Timisoara. As well as using tear gas and water cannons, the secret police Securitate and Romanian army forces fired indiscriminately at the demonstrators and employed armored tanks. The demonstrations escalated and spread to other cities, including Bucharest. During the government’s brutal crackdown, over a thousand civilians were killed. On December 22, 1989, the Romanian army defected to the demonstrators. Ceausescu fled Bucharest, but was captured and executed on Christmas day, ending Romania’s communist regime.",Government kills civilians during crack down on anti-government protests and demonstrations.,Members of anti-government demonstrations,Political,,"Alejandro, edited by Carla"
